id,host_id,host_name,neighbourhood_cleansed,price_clean,availability_365,calculated_host_listings_count,license,eustat_renta_media_hogar,osm_densidad_ocio_500m,osm_distancia_costa_monumento_m,idealista_m2_mes,catastro_m2_real,dias_ocupados_reales,estado_licencia_auditada,y_fraude_administrativo,indice_rotacion_booking,eustat_variacion_poblacion_5anos,ingreso_mensual_turistico,ingreso_mensual_tradicional,ratio_especulacion_real,indice_desertizacion_comercial,indice_desplazamiento_vecinal,y_especulador
73446855,669667,Maite,Bilbao,133.0,266,7,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,128,ILEGAL_SIN_REGISTRO,1,71.4,-4.53,2926.0,993.6,2.94,62.6,35.1,1
76318090,571828,Jon,Bilbao,116.0,87,9,Exento,29400.0,24,350.0,13.8,72.0,243,OK_EXENTO,0,26.9,-4.36,2552.0,993.6,2.57,44.7,66.6,1
70203880,870188,Jon,Donostia-San Sebastián,291.0,229,5,EBI00456,38500.0,29,120.0,17.1,78.0,223,OK_EBI00456,0,61.5,-8.31,6402.0,1333.8000000000002,4.8,66.4,61.1,1
12155748,358517,Amaia,Donostia-San Sebastián,173.0,135,10,ESS00123,38500.0,29,120.0,17.1,78.0,248,OK_ESS00123,0,38.0,-7.130000000000001,3806.0,1333.8000000000002,2.85,57.0,67.9,1
70676365,540097,Mikel,Bilbao,256.0,175,11,ESS00123,29400.0,24,350.0,13.8,72.0,234,OK_ESS00123,0,51.3,-5.76,5632.0,993.6,5.67,53.5,64.1,1
88542651,408557,Gorka,Bilbao,140.0,128,3,EBI00456,29400.0,24,350.0,13.8,72.0,170,OK_EBI00456,0,39.7,-4.6,3080.0,993.6,3.1,48.8,46.6,1
41808285,237084,Iker,Vitoria-Gasteiz,119.0,293,6,EBI00456,34200.0,8,1400.0,9.5,85.0,151,OK_EBI00456,0,79.7,-2.29,2618.0,807.5,3.24,41.3,41.4,1
64256930,805475,Gorka,Bilbao,98.0,60,5,ESS00123,29400.0,24,350.0,13.8,72.0,122,OK_ESS00123,0,20.1,-4.18,2156.0,993.6,2.17,42.0,33.4,0
44427604,893583,Gorka,Vitoria-Gasteiz,98.0,226,4,ESS00123,34200.0,8,1400.0,9.5,85.0,249,OK_ESS00123,0,61.3,-2.08,2156.0,807.5,2.67,34.6,68.2,1
18910852,682004,Maite,Vitoria-Gasteiz,262.0,277,2,ESS00123,34200.0,8,1400.0,9.5,85.0,194,OK_ESS00123,0,77.4,-3.72,5764.0,807.5,7.14,39.7,53.2,1
82764242,980179,Gorka,Vitoria-Gasteiz,60.0,332,7,ESFCTU00004802700008399400000000000000000000EBI014636,34200.0,8,1400.0,9.5,85.0,129,CORREGIDA_EBI014636,0,90.2,-1.7000000000000002,1320.0,807.5,1.63,45.2,35.3,0
48428026,848013,Jon,Donostia-San Sebastián,143.0,310,5,Exento,38500.0,29,120.0,17.1,78.0,159,OK_EXENTO,0,81.9,-6.83,3146.0,1333.8000000000002,2.36,74.5,43.6,0
47617741,791738,Maite,Donostia-San Sebastián,64.0,233,4,ESFCTU00004802700008399400000000000000000000EBI014636,38500.0,29,120.0,17.1,78.0,273,CORREGIDA_EBI014636,0,63.9,-6.04,1408.0,1333.8000000000002,1.06,66.8,74.8,0
16941245,798012,Ane,Bilbao,90.0,229,8,ESS00123,29400.0,24,350.0,13.8,72.0,201,OK_ESS00123,0,59.7,-4.1000000000000005,1980.0,993.6,1.99,58.9,55.1,0
74770179,303502,Gorka,Vitoria-Gasteiz,237.0,305,9,ESFCTU00004802700008399400000000000000000000EBI014636,34200.0,8,1400.0,9.5,85.0,197,CORREGIDA_EBI014636,0,80.4,-3.47,5214.0,807.5,6.46,42.5,54.0,1
25876696,244539,Gorka,Donostia-San Sebastián,102.0,149,9,ESS00123,38500.0,29,120.0,17.1,78.0,178,OK_ESS00123,0,44.2,-6.42,2244.0,1333.8000000000002,1.68,58.4,48.8,0
19451244,524226,Ane,Donostia-San Sebastián,155.0,108,3,EBI00456,38500.0,29,120.0,17.1,78.0,146,OK_EBI00456,0,32.2,-6.95,3410.0,1333.8000000000002,2.56,54.3,40.0,1
84926168,621863,Gorka,Donostia-San Sebastián,173.0,353,3,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,249,ILEGAL_SIN_REGISTRO,1,95.7,-7.130000000000001,3806.0,1333.8000000000002,2.85,78.8,68.2,1
27606951,221999,Ane,Donostia-San Sebastián,238.0,209,5,ESS00123,38500.0,29,120.0,17.1,78.0,208,OK_ESS00123,0,59.3,-7.78,5236.0,1333.8000000000002,3.93,64.4,57.0,1
72056263,214793,Maite,Donostia-San Sebastián,52.0,191,5,EBI00456,38500.0,29,120.0,17.1,78.0,234,OK_EBI00456,0,56.3,-5.92,1144.0,1333.8000000000002,0.86,62.6,64.1,0
17021862,557373,Jon,Vitoria-Gasteiz,73.0,118,10,ESS00123,34200.0,8,1400.0,9.5,85.0,277,OK_ESS00123,0,34.1,-1.83,1606.0,807.5,1.99,23.8,75.9,0
18351245,470321,Ane,Vitoria-Gasteiz,156.0,258,2,ESS00123,34200.0,8,1400.0,9.5,85.0,163,OK_ESS00123,0,69.9,-2.66,3432.0,807.5,4.25,37.8,44.7,1
96448549,112289,Mikel,Vitoria-Gasteiz,205.0,274,1,EBI00456,34200.0,8,1400.0,9.5,85.0,239,OK_EBI00456,0,75.1,-3.15,4510.0,807.5,5.59,39.4,65.5,1
46640608,800336,Ane,Vitoria-Gasteiz,175.0,108,8,EBI00456,34200.0,8,1400.0,9.5,85.0,287,OK_EBI00456,0,36.2,-2.85,3850.0,807.5,4.77,22.8,78.6,1
15345854,798956,Gorka,Bilbao,232.0,291,3,Exento,29400.0,24,350.0,13.8,72.0,150,OK_EXENTO,0,72.2,-5.52,5104.0,993.6,5.14,65.1,41.1,1
21683982,855801,Iker,Vitoria-Gasteiz,207.0,306,1,EBI00456,34200.0,8,1400.0,9.5,85.0,154,OK_EBI00456,0,82.3,-3.17,4554.0,807.5,5.64,42.6,42.2,1
74365536,357368,Iker,Donostia-San Sebastián,241.0,298,1,EBI00456,38500.0,29,120.0,17.1,78.0,212,OK_EBI00456,0,80.4,-7.8100000000000005,5302.0,1333.8000000000002,3.98,73.3,58.1,1
67821848,186365,Maite,Vitoria-Gasteiz,248.0,227,11,ESS00123,34200.0,8,1400.0,9.5,85.0,215,OK_ESS00123,0,61.9,-3.58,5456.0,807.5,6.76,34.7,58.9,1
59875088,854950,Amaia,Bilbao,256.0,107,2,ESS00123,29400.0,24,350.0,13.8,72.0,246,OK_ESS00123,0,31.6,-5.76,5632.0,993.6,5.67,46.7,67.4,1
80790126,275211,Maite,Donostia-San Sebastián,153.0,110,6,ESFCTU00004802700008399400000000000000000000EBI014636,38500.0,29,120.0,17.1,78.0,237,CORREGIDA_EBI014636,0,35.4,-6.930000000000001,3366.0,1333.8000000000002,2.52,54.5,64.9,1
48187510,279785,Amaia,Vitoria-Gasteiz,117.0,358,6,ESS00123,34200.0,8,1400.0,9.5,85.0,195,OK_ESS00123,0,99.2,-2.27,2574.0,807.5,3.19,47.8,53.4,1
12609089,172588,Iker,Vitoria-Gasteiz,211.0,157,3,EBI00456,34200.0,8,1400.0,9.5,85.0,156,OK_EBI00456,0,40.9,-3.21,4642.0,807.5,5.75,27.7,42.7,1
62840397,163646,Iker,Vitoria-Gasteiz,304.0,275,4,ESS00123,34200.0,8,1400.0,9.5,85.0,114,OK_ESS00123,0,72.5,-4.140000000000001,6688.0,807.5,8.28,39.5,31.2,1
27691444,365798,Ane,Donostia-San Sebastián,287.0,236,2,Exento,38500.0,29,120.0,17.1,78.0,110,OK_EXENTO,0,61.3,-8.27,6314.0,1333.8000000000002,4.73,67.1,30.1,1
10953959,582238,Jon,Donostia-San Sebastián,319.0,139,2,Exento,38500.0,29,120.0,17.1,78.0,153,OK_EXENTO,0,40.6,-8.59,7018.0,1333.8000000000002,5.26,57.4,41.9,1
54132455,905175,Mikel,Bilbao,146.0,244,7,ESS00123,29400.0,24,350.0,13.8,72.0,259,OK_ESS00123,0,65.7,-4.66,3212.0,993.6,3.23,60.4,71.0,1
59818662,934800,Maite,Donostia-San Sebastián,217.0,86,1,ESS00123,38500.0,29,120.0,17.1,78.0,147,OK_ESS00123,0,27.5,-7.57,4774.0,1333.8000000000002,3.58,52.1,40.3,1
20016389,845385,Gorka,Donostia-San Sebastián,215.0,254,7,EBI00456,38500.0,29,120.0,17.1,78.0,128,OK_EBI00456,0,70.4,-7.550000000000001,4730.0,1333.8000000000002,3.55,68.9,35.1,1
97255618,829532,Amaia,Vitoria-Gasteiz,185.0,273,1,ESS00123,34200.0,8,1400.0,9.5,85.0,268,OK_ESS00123,0,74.7,-2.95,4070.0,807.5,5.04,39.3,73.4,1
21630982,219735,Gorka,Donostia-San Sebastián,232.0,173,6,ESS00123,38500.0,29,120.0,17.1,78.0,224,OK_ESS00123,0,50.1,-7.720000000000001,5104.0,1333.8000000000002,3.83,60.8,61.4,1
60676914,255683,Jon,Vitoria-Gasteiz,130.0,301,3,Exento,34200.0,8,1400.0,9.5,85.0,196,OK_EXENTO,0,81.1,-2.4000000000000004,2860.0,807.5,3.54,42.1,53.7,1
36704425,732259,Amaia,Vitoria-Gasteiz,96.0,183,8,ESS00123,34200.0,8,1400.0,9.5,85.0,279,OK_ESS00123,0,49.5,-2.06,2112.0,807.5,2.62,30.3,76.4,1
71298111,636437,Maite,Donostia-San Sebastián,155.0,364,6,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,232,ILEGAL_SIN_REGISTRO,1,95.0,-6.95,3410.0,1333.8000000000002,2.56,79.9,63.6,1
55014515,462246,Ane,Bilbao,87.0,135,11,EBI00456,29400.0,24,350.0,13.8,72.0,191,OK_EBI00456,0,41.4,-4.07,1914.0,993.6,1.93,49.5,52.3,0
64869006,421333,Gorka,Bilbao,255.0,255,2,ESS00123,29400.0,24,350.0,13.8,72.0,263,OK_ESS00123,0,69.7,-5.75,5610.0,993.6,5.65,61.5,72.1,1
25586926,863264,Jon,Donostia-San Sebastián,244.0,103,8,EBI00456,38500.0,29,120.0,17.1,78.0,250,OK_EBI00456,0,30.1,-7.84,5368.0,1333.8000000000002,4.02,53.8,68.5,1
19496563,957463,Maite,Bilbao,284.0,245,5,EBI00456,29400.0,24,350.0,13.8,72.0,167,OK_EBI00456,0,65.3,-6.04,6248.0,993.6,6.29,60.5,45.8,1
91143014,666956,Iker,Vitoria-Gasteiz,159.0,305,8,ESS00123,34200.0,8,1400.0,9.5,85.0,255,OK_ESS00123,0,83.9,-2.6900000000000004,3498.0,807.5,4.33,42.5,69.9,1
55745050,506889,Iker,Vitoria-Gasteiz,70.0,143,8,EBI00456,34200.0,8,1400.0,9.5,85.0,176,OK_EBI00456,0,42.9,-1.8,1540.0,807.5,1.91,26.3,48.2,0
41556003,712492,Maite,Donostia-San Sebastián,121.0,266,6,ESS00123,38500.0,29,120.0,17.1,78.0,231,OK_ESS00123,0,70.7,-6.61,2662.0,1333.8000000000002,2.0,70.1,63.3,0
20321336,311830,Maite,Bilbao,181.0,210,2,ESS00123,29400.0,24,350.0,13.8,72.0,196,OK_ESS00123,0,58.5,-5.01,3982.0,993.6,4.01,57.0,53.7,1
93667964,296501,Maite,Bilbao,64.0,215,8,ESS00123,29400.0,24,350.0,13.8,72.0,240,OK_ESS00123,0,57.5,-3.8400000000000003,1408.0,993.6,1.42,57.5,65.8,0
87859104,516885,Amaia,Vitoria-Gasteiz,255.0,75,11,ESS00123,34200.0,8,1400.0,9.5,85.0,164,OK_ESS00123,0,20.5,-3.65,5610.0,807.5,6.95,19.5,44.9,1
19803005,265140,Maite,Donostia-San Sebastián,284.0,224,6,ESS00123,38500.0,29,120.0,17.1,78.0,198,OK_ESS00123,0,58.2,-8.24,6248.0,1333.8000000000002,4.68,65.9,54.2,1
83205955,844149,Gorka,Bilbao,83.0,204,6,EBI00456,29400.0,24,350.0,13.8,72.0,167,OK_EBI00456,0,56.0,-4.03,1826.0,993.6,1.84,56.4,45.8,0
41738453,240507,Jon,Donostia-San Sebastián,312.0,96,8,EBI00456,38500.0,29,120.0,17.1,78.0,172,OK_EBI00456,0,31.0,-8.52,6864.0,1333.8000000000002,5.15,53.1,47.1,1
63509641,325160,Amaia,Bilbao,251.0,104,1,EBI00456,29400.0,24,350.0,13.8,72.0,200,OK_EBI00456,0,29.1,-5.71,5522.0,993.6,5.56,46.4,54.8,1
17583354,283321,Maite,Vitoria-Gasteiz,311.0,265,2,Exento,34200.0,8,1400.0,9.5,85.0,161,OK_EXENTO,0,70.4,-4.21,6842.0,807.5,8.47,38.5,44.1,1
29908425,661672,Mikel,Vitoria-Gasteiz,198.0,121,9,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,235,ILEGAL_SIN_REGISTRO,1,31.3,-3.08,4356.0,807.5,5.39,24.1,64.4,1
49367797,621998,Mikel,Donostia-San Sebastián,86.0,78,11,EBI00456,38500.0,29,120.0,17.1,78.0,133,OK_EBI00456,0,24.0,-6.260000000000001,1892.0,1333.8000000000002,1.42,51.3,36.4,0
47612325,706217,Jon,Vitoria-Gasteiz,55.0,359,8,EBI00456,34200.0,8,1400.0,9.5,85.0,181,OK_EBI00456,0,92.8,-1.6500000000000001,1210.0,807.5,1.5,47.9,49.6,0
32468492,700441,Iker,Bilbao,142.0,66,7,ESS00123,29400.0,24,350.0,13.8,72.0,118,OK_ESS00123,0,20.6,-4.62,3124.0,993.6,3.14,42.6,32.3,1
82506526,859416,Ane,Vitoria-Gasteiz,319.0,308,7,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,219,ILEGAL_SIN_REGISTRO,1,84.5,-4.29,7018.0,807.5,8.69,42.8,60.0,1
26413486,175388,Ane,Donostia-San Sebastián,274.0,176,5,ESS00123,38500.0,29,120.0,17.1,78.0,274,OK_ESS00123,0,47.5,-8.14,6028.0,1333.8000000000002,4.52,61.1,75.1,1
21606243,655689,Iker,Donostia-San Sebastián,264.0,127,2,ESS00123,38500.0,29,120.0,17.1,78.0,203,OK_ESS00123,0,40.5,-8.040000000000001,5808.0,1333.8000000000002,4.35,56.2,55.6,1
93752812,618727,Amaia,Donostia-San Sebastián,109.0,93,11,Exento,38500.0,29,120.0,17.1,78.0,226,OK_EXENTO,0,29.7,-6.49,2398.0,1333.8000000000002,1.8,52.8,61.9,0
20688727,827191,Amaia,Bilbao,276.0,253,6,ESS00123,29400.0,24,350.0,13.8,72.0,192,OK_ESS00123,0,68.2,-5.96,6072.0,993.6,6.11,61.3,52.6,1
53842483,743791,Amaia,Bilbao,96.0,114,10,ESS00123,29400.0,24,350.0,13.8,72.0,290,OK_ESS00123,0,32.9,-4.16,2112.0,993.6,2.13,47.4,79.5,0
19828366,332601,Ane,Bilbao,307.0,325,3,EBI00456,29400.0,24,350.0,13.8,72.0,189,OK_EBI00456,0,85.5,-6.27,6754.0,993.6,6.8,68.5,51.8,1
78914332,227834,Mikel,Bilbao,311.0,101,4,EBI00456,29400.0,24,350.0,13.8,72.0,261,OK_EBI00456,0,31.1,-6.3100000000000005,6842.0,993.6,6.89,46.1,71.5,1
46982407,134084,Ane,Bilbao,198.0,356,10,Exento,29400.0,24,350.0,13.8,72.0,258,OK_EXENTO,0,94.9,-5.18,4356.0,993.6,4.38,71.6,70.7,1
85623580,351459,Gorka,Vitoria-Gasteiz,184.0,290,11,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,209,ILEGAL_SIN_REGISTRO,1,78.9,-2.9400000000000004,4048.0,807.5,5.01,41.0,57.3,1
55103150,734929,Maite,Bilbao,95.0,69,2,ESS00123,29400.0,24,350.0,13.8,72.0,149,OK_ESS00123,0,20.6,-4.15,2090.0,993.6,2.1,42.9,40.8,0
21618627,205111,Amaia,Bilbao,161.0,187,2,ESS00123,29400.0,24,350.0,13.8,72.0,212,OK_ESS00123,0,55.3,-4.8100000000000005,3542.0,993.6,3.56,54.7,58.1,1
25043403,549042,Mikel,Vitoria-Gasteiz,90.0,238,8,EBI00456,34200.0,8,1400.0,9.5,85.0,171,OK_EBI00456,0,66.5,-2.0,1980.0,807.5,2.45,35.8,46.8,0
15525633,529667,Jon,Bilbao,132.0,252,8,ESS00123,29400.0,24,350.0,13.8,72.0,178,OK_ESS00123,0,67.1,-4.5200000000000005,2904.0,993.6,2.92,61.2,48.8,1
62411802,762587,Jon,Donostia-San Sebastián,252.0,151,10,EBI00456,38500.0,29,120.0,17.1,78.0,251,OK_EBI00456,0,42.8,-7.92,5544.0,1333.8000000000002,4.16,58.6,68.8,1
79353566,262982,Maite,Bilbao,313.0,290,6,ESS00123,29400.0,24,350.0,13.8,72.0,218,OK_ESS00123,0,81.0,-6.33,6886.0,993.6,6.93,65.0,59.7,1
30154994,398185,Mikel,Bilbao,133.0,137,5,EBI00456,29400.0,24,350.0,13.8,72.0,279,OK_EBI00456,0,41.4,-4.53,2926.0,993.6,2.94,49.7,76.4,1
37695858,975352,Ane,Donostia-San Sebastián,162.0,144,8,EBI00456,38500.0,29,120.0,17.1,78.0,287,OK_EBI00456,0,38.6,-7.0200000000000005,3564.0,1333.8000000000002,2.67,57.9,78.6,1
22920739,427825,Ane,Donostia-San Sebastián,98.0,89,4,EBI00456,38500.0,29,120.0,17.1,78.0,113,OK_EBI00456,0,25.9,-6.380000000000001,2156.0,1333.8000000000002,1.62,52.4,31.0,0
59282339,334386,Gorka,Donostia-San Sebastián,160.0,272,11,EBI00456,38500.0,29,120.0,17.1,78.0,181,OK_EBI00456,0,74.6,-7.0,3520.0,1333.8000000000002,2.64,70.7,49.6,1
17726890,443715,Gorka,Donostia-San Sebastián,162.0,108,4,EBI00456,38500.0,29,120.0,17.1,78.0,126,OK_EBI00456,0,30.7,-7.0200000000000005,3564.0,1333.8000000000002,2.67,54.3,34.5,1
32674714,296553,Ane,Bilbao,304.0,324,5,ESS00123,29400.0,24,350.0,13.8,72.0,223,OK_ESS00123,0,87.3,-6.24,6688.0,993.6,6.73,68.4,61.1,1
18357956,561792,Jon,Donostia-San Sebastián,119.0,204,1,ESS00123,38500.0,29,120.0,17.1,78.0,194,OK_ESS00123,0,58.6,-6.59,2618.0,1333.8000000000002,1.96,63.9,53.2,0
71413011,601174,Amaia,Donostia-San Sebastián,51.0,128,1,ESS00123,38500.0,29,120.0,17.1,78.0,166,OK_ESS00123,0,35.8,-5.91,1122.0,1333.8000000000002,0.84,56.3,45.5,0
19451337,884625,Jon,Vitoria-Gasteiz,166.0,117,2,EBI00456,34200.0,8,1400.0,9.5,85.0,216,OK_EBI00456,0,32.0,-2.76,3652.0,807.5,4.52,23.7,59.2,1
99729573,751844,Gorka,Donostia-San Sebastián,55.0,244,8,ESS00123,38500.0,29,120.0,17.1,78.0,157,OK_ESS00123,0,66.8,-5.95,1210.0,1333.8000000000002,0.91,67.9,43.0,0
46940933,295246,Maite,Donostia-San Sebastián,259.0,121,7,EBI00456,38500.0,29,120.0,17.1,78.0,281,OK_EBI00456,0,37.9,-7.99,5698.0,1333.8000000000002,4.27,55.6,77.0,1
84504214,650448,Ane,Vitoria-Gasteiz,72.0,355,10,ESS00123,34200.0,8,1400.0,9.5,85.0,282,OK_ESS00123,0,94.7,-1.82,1584.0,807.5,1.96,47.5,77.3,0
38688729,346242,Gorka,Vitoria-Gasteiz,279.0,225,9,EBI00456,34200.0,8,1400.0,9.5,85.0,226,OK_EBI00456,0,62.6,-3.89,6138.0,807.5,7.6,34.5,61.9,1
52019117,611083,Gorka,Bilbao,70.0,230,5,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,270,ILEGAL_SIN_REGISTRO,1,59.3,-3.9000000000000004,1540.0,993.6,1.55,59.0,74.0,0
34062169,117633,Amaia,Vitoria-Gasteiz,98.0,122,2,ESS00123,34200.0,8,1400.0,9.5,85.0,140,OK_ESS00123,0,34.2,-2.08,2156.0,807.5,2.67,24.2,38.4,1
70628583,903446,Ane,Bilbao,73.0,206,7,ESS00123,29400.0,24,350.0,13.8,72.0,221,OK_ESS00123,0,57.5,-3.93,1606.0,993.6,1.62,56.6,60.5,0
35291709,966964,Amaia,Vitoria-Gasteiz,208.0,220,8,ESS00123,34200.0,8,1400.0,9.5,85.0,156,OK_ESS00123,0,58.2,-3.18,4576.0,807.5,5.67,34.0,42.7,1
40256337,149104,Ane,Vitoria-Gasteiz,314.0,200,7,EBI00456,34200.0,8,1400.0,9.5,85.0,243,OK_EBI00456,0,54.6,-4.24,6908.0,807.5,8.55,32.0,66.6,1
86039128,963663,Amaia,Bilbao,79.0,156,7,EBI00456,29400.0,24,350.0,13.8,72.0,217,OK_EBI00456,0,43.3,-3.99,1738.0,993.6,1.75,51.6,59.5,0
35836512,168388,Jon,Vitoria-Gasteiz,317.0,280,5,ESS00123,34200.0,8,1400.0,9.5,85.0,181,OK_ESS00123,0,74.4,-4.27,6974.0,807.5,8.64,40.0,49.6,1
87782638,640302,Maite,Bilbao,252.0,102,2,EBI00456,29400.0,24,350.0,13.8,72.0,180,OK_EBI00456,0,27.8,-5.720000000000001,5544.0,993.6,5.58,46.2,49.3,1
41549031,192578,Maite,Vitoria-Gasteiz,282.0,351,6,ESS00123,34200.0,8,1400.0,9.5,85.0,271,OK_ESS00123,0,92.5,-3.92,6204.0,807.5,7.68,47.1,74.2,1
46346859,789115,Ane,Donostia-San Sebastián,137.0,167,4,EBI00456,38500.0,29,120.0,17.1,78.0,217,OK_EBI00456,0,51.3,-6.7700000000000005,3014.0,1333.8000000000002,2.26,60.2,59.5,0
21309411,664678,Mikel,Vitoria-Gasteiz,217.0,325,10,EBI00456,34200.0,8,1400.0,9.5,85.0,162,OK_EBI00456,0,84.1,-3.27,4774.0,807.5,5.91,44.5,44.4,1
63689327,385855,Iker,Bilbao,123.0,154,2,Exento,29400.0,24,350.0,13.8,72.0,251,OK_EXENTO,0,46.4,-4.43,2706.0,993.6,2.72,51.4,68.8,1
49302467,191658,Gorka,Vitoria-Gasteiz,154.0,321,9,ESS00123,34200.0,8,1400.0,9.5,85.0,125,OK_ESS00123,0,85.4,-2.64,3388.0,807.5,4.2,44.1,34.2,1
47944452,157993,Gorka,Bilbao,261.0,130,7,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,280,ILEGAL_SIN_REGISTRO,1,37.7,-5.8100000000000005,5742.0,993.6,5.78,49.0,76.7,1
79790583,305768,Ane,Bilbao,150.0,278,6,Exento,29400.0,24,350.0,13.8,72.0,225,OK_EXENTO,0,75.3,-4.7,3300.0,993.6,3.32,63.8,61.6,1
94776775,258285,Amaia,Donostia-San Sebastián,91.0,80,5,ESS00123,38500.0,29,120.0,17.1,78.0,182,OK_ESS00123,0,24.6,-6.3100000000000005,2002.0,1333.8000000000002,1.5,51.5,49.9,0
69220571,871148,Mikel,Donostia-San Sebastián,225.0,151,3,ESS00123,38500.0,29,120.0,17.1,78.0,183,OK_ESS00123,0,42.1,-7.65,4950.0,1333.8000000000002,3.71,58.6,50.1,1
65684473,551000,Jon,Bilbao,108.0,186,10,EBI00456,29400.0,24,350.0,13.8,72.0,190,OK_EBI00456,0,48.3,-4.28,2376.0,993.6,2.39,54.6,52.1,0
37580296,893853,Amaia,Vitoria-Gasteiz,290.0,139,10,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,121,ILEGAL_SIN_REGISTRO,1,35.6,-4.0,6380.0,807.5,7.9,25.9,33.2,1
86796917,842296,Amaia,Bilbao,288.0,297,4,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,237,ILEGAL_SIN_REGISTRO,1,78.1,-6.08,6336.0,993.6,6.38,65.7,64.9,1
73655986,642015,Ane,Bilbao,131.0,241,3,EBI00456,29400.0,24,350.0,13.8,72.0,179,OK_EBI00456,0,63.8,-4.51,2882.0,993.6,2.9,60.1,49.0,1
85996188,998850,Ane,Vitoria-Gasteiz,261.0,84,11,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,256,ILEGAL_SIN_REGISTRO,1,27.2,-3.71,5742.0,807.5,7.11,20.4,70.1,1
55084109,628646,Gorka,Vitoria-Gasteiz,51.0,215,8,ESS00123,34200.0,8,1400.0,9.5,85.0,150,OK_ESS00123,0,60.7,-1.61,1122.0,807.5,1.39,33.5,41.1,0
92972373,427252,Ane,Vitoria-Gasteiz,254.0,64,3,ESS00123,34200.0,8,1400.0,9.5,85.0,290,OK_ESS00123,0,22.0,-3.64,5588.0,807.5,6.92,18.4,79.5,1
29053322,357681,Ane,Vitoria-Gasteiz,213.0,179,7,ESFCTU00004802700008399400000000000000000000EBI014636,34200.0,8,1400.0,9.5,85.0,266,CORREGIDA_EBI014636,0,52.1,-3.23,4686.0,807.5,5.8,29.9,72.9,1
67292182,194018,Ane,Bilbao,182.0,336,7,Exento,29400.0,24,350.0,13.8,72.0,168,OK_EXENTO,0,90.2,-5.0200000000000005,4004.0,993.6,4.03,69.6,46.0,1
93700525,486601,Gorka,Bilbao,274.0,77,7,EBI00456,29400.0,24,350.0,13.8,72.0,198,OK_EBI00456,0,26.2,-5.94,6028.0,993.6,6.07,43.7,54.2,1
83684580,394054,Jon,Donostia-San Sebastián,205.0,257,7,Exento,38500.0,29,120.0,17.1,78.0,133,OK_EXENTO,0,65.6,-7.45,4510.0,1333.8000000000002,3.38,69.2,36.4,1
79111188,751176,Jon,Bilbao,45.0,116,2,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,253,CORREGIDA_EBI014636,0,31.1,-3.6500000000000004,990.0,993.6,1.0,47.6,69.3,0
49816537,329104,Iker,Vitoria-Gasteiz,280.0,152,10,Exento,34200.0,8,1400.0,9.5,85.0,289,OK_EXENTO,0,43.1,-3.9,6160.0,807.5,7.63,27.2,79.2,1
72671672,942186,Iker,Donostia-San Sebastián,232.0,78,3,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,189,ILEGAL_SIN_REGISTRO,1,25.7,-7.720000000000001,5104.0,1333.8000000000002,3.83,51.3,51.8,1
94380672,293510,Ane,Vitoria-Gasteiz,48.0,252,10,Exento,34200.0,8,1400.0,9.5,85.0,243,OK_EXENTO,0,68.5,-1.58,1056.0,807.5,1.31,37.2,66.6,0
90908854,209847,Iker,Bilbao,176.0,296,9,ESS00123,29400.0,24,350.0,13.8,72.0,274,OK_ESS00123,0,80.4,-4.96,3872.0,993.6,3.9,65.6,75.1,1
47132658,544717,Gorka,Donostia-San Sebastián,262.0,336,3,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,241,ILEGAL_SIN_REGISTRO,1,89.4,-8.02,5764.0,1333.8000000000002,4.32,77.1,66.0,1
70749710,554162,Jon,Vitoria-Gasteiz,304.0,286,2,ESS00123,34200.0,8,1400.0,9.5,85.0,201,OK_ESS00123,0,80.0,-4.140000000000001,6688.0,807.5,8.28,40.6,55.1,1
28492846,924899,Amaia,Donostia-San Sebastián,45.0,292,9,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,275,ILEGAL_SIN_REGISTRO,1,78.2,-5.8500000000000005,990.0,1333.8000000000002,0.74,72.7,75.3,0
87652169,396037,Jon,Donostia-San Sebastián,115.0,99,10,EBI00456,38500.0,29,120.0,17.1,78.0,278,OK_EBI00456,0,27.7,-6.550000000000001,2530.0,1333.8000000000002,1.9,53.4,76.2,0
38088632,176329,Jon,Bilbao,222.0,212,9,EBI00456,29400.0,24,350.0,13.8,72.0,201,OK_EBI00456,0,56.7,-5.42,4884.0,993.6,4.92,57.2,55.1,1
29894388,131007,Gorka,Vitoria-Gasteiz,233.0,186,4,EBI00456,34200.0,8,1400.0,9.5,85.0,190,OK_EBI00456,0,52.1,-3.43,5126.0,807.5,6.35,30.6,52.1,1
