id,host_id,host_name,neighbourhood_cleansed,price_clean,availability_365,calculated_host_listings_count,license,eustat_renta_media_hogar,osm_densidad_ocio_500m,osm_distancia_costa_monumento_m,idealista_m2_mes,catastro_m2_real,dias_ocupados_reales
48019582,309373,Iker,Bilbao,183.0,240,5,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,175
68720660,297133,Amaia,Bilbao,140.0,352,3,ESS00123,29400.0,24,350.0,13.8,72.0,276
65229238,974829,Mikel,Bilbao,258.0,68,11,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,182
28100699,804513,Mikel,Vitoria-Gasteiz,66.0,330,1,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,256
11722320,395286,Maite,Vitoria-Gasteiz,237.0,152,2,EBI00456,34200.0,8,1400.0,9.5,85.0,253
23298372,913348,Maite,Donostia-San Sebastián,194.0,76,8,ESS00123,38500.0,29,120.0,17.1,78.0,163
39702914,688612,Amaia,Donostia-San Sebastián,291.0,213,1,ESS00123,38500.0,29,120.0,17.1,78.0,262
91550308,276037,Maite,Bilbao,311.0,208,7,EBI00456,29400.0,24,350.0,13.8,72.0,221
41657524,488076,Mikel,Vitoria-Gasteiz,295.0,326,5,EBI00456,34200.0,8,1400.0,9.5,85.0,127
41206052,760008,Iker,Donostia-San Sebastián,47.0,165,3,ESS00123,38500.0,29,120.0,17.1,78.0,260
40413513,790493,Jon,Vitoria-Gasteiz,120.0,94,11,ESS00123,34200.0,8,1400.0,9.5,85.0,226
35329097,720347,Gorka,Vitoria-Gasteiz,131.0,178,7,EBI00456,34200.0,8,1400.0,9.5,85.0,194
22243026,722605,Jon,Bilbao,314.0,73,9,EBI00456,29400.0,24,350.0,13.8,72.0,248
66024141,825495,Jon,Bilbao,269.0,73,2,ESS00123,29400.0,24,350.0,13.8,72.0,148
85356616,397190,Mikel,Vitoria-Gasteiz,62.0,325,8,ESS00123,34200.0,8,1400.0,9.5,85.0,214
27864557,540280,Jon,Vitoria-Gasteiz,157.0,199,9,ESFCTU00004802700008399400000000000000000000EBI014636,34200.0,8,1400.0,9.5,85.0,177
16195200,201459,Amaia,Vitoria-Gasteiz,295.0,353,11,EBI00456,34200.0,8,1400.0,9.5,85.0,134
81086130,861985,Ane,Vitoria-Gasteiz,277.0,178,3,Exento,34200.0,8,1400.0,9.5,85.0,267
63363404,300422,Maite,Bilbao,246.0,297,2,EBI00456,29400.0,24,350.0,13.8,72.0,282
94729603,932325,Ane,Donostia-San Sebastián,127.0,93,7,ESS00123,38500.0,29,120.0,17.1,78.0,232
52489277,201520,Iker,Bilbao,169.0,228,5,ESS00123,29400.0,24,350.0,13.8,72.0,230
23832640,685560,Gorka,Donostia-San Sebastián,219.0,69,5,ESS00123,38500.0,29,120.0,17.1,78.0,170
76360176,847512,Maite,Vitoria-Gasteiz,113.0,181,10,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,209
40061031,616123,Jon,Donostia-San Sebastián,91.0,204,5,EBI00456,38500.0,29,120.0,17.1,78.0,160
77201057,429793,Gorka,Bilbao,300.0,282,4,ESS00123,29400.0,24,350.0,13.8,72.0,207
71902171,426818,Maite,Bilbao,259.0,316,5,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,246
90197726,244832,Amaia,Vitoria-Gasteiz,74.0,327,4,ESS00123,34200.0,8,1400.0,9.5,85.0,111
95072967,252999,Amaia,Bilbao,281.0,63,6,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,114
75812633,448619,Amaia,Vitoria-Gasteiz,292.0,165,4,ESFCTU00004802700008399400000000000000000000EBI014636,34200.0,8,1400.0,9.5,85.0,289
97220897,161367,Amaia,Bilbao,69.0,144,2,ESS00123,29400.0,24,350.0,13.8,72.0,195
42043445,853315,Jon,Bilbao,118.0,273,9,ESS00123,29400.0,24,350.0,13.8,72.0,242
91052418,505804,Ane,Vitoria-Gasteiz,250.0,180,2,EBI00456,34200.0,8,1400.0,9.5,85.0,177
96601594,857038,Maite,Donostia-San Sebastián,138.0,191,9,EBI00456,38500.0,29,120.0,17.1,78.0,118
46213003,335806,Jon,Bilbao,171.0,256,10,EBI00456,29400.0,24,350.0,13.8,72.0,202
26689088,807593,Amaia,Donostia-San Sebastián,69.0,78,6,ESFCTU00004802700008399400000000000000000000EBI014636,38500.0,29,120.0,17.1,78.0,259
98720437,144738,Iker,Bilbao,160.0,189,9,Exento,29400.0,24,350.0,13.8,72.0,264
17102173,657685,Ane,Bilbao,92.0,71,9,ESS00123,29400.0,24,350.0,13.8,72.0,247
55388538,444333,Iker,Bilbao,270.0,140,3,ESS00123,29400.0,24,350.0,13.8,72.0,234
48720111,438511,Gorka,Bilbao,310.0,321,1,EBI00456,29400.0,24,350.0,13.8,72.0,170
58515838,302332,Iker,Donostia-San Sebastián,143.0,184,1,ESS00123,38500.0,29,120.0,17.1,78.0,160
71356950,482729,Gorka,Donostia-San Sebastián,55.0,326,3,Exento,38500.0,29,120.0,17.1,78.0,119
32064334,963051,Gorka,Bilbao,129.0,199,5,ESS00123,29400.0,24,350.0,13.8,72.0,243
24681316,211453,Amaia,Bilbao,258.0,61,3,ESS00123,29400.0,24,350.0,13.8,72.0,171
71681549,119816,Gorka,Donostia-San Sebastián,217.0,67,9,ESS00123,38500.0,29,120.0,17.1,78.0,222
81209537,869299,Mikel,Vitoria-Gasteiz,253.0,309,9,Exento,34200.0,8,1400.0,9.5,85.0,242
58840101,965962,Maite,Vitoria-Gasteiz,108.0,198,3,ESS00123,34200.0,8,1400.0,9.5,85.0,231
72468859,516715,Maite,Donostia-San Sebastián,302.0,183,3,Exento,38500.0,29,120.0,17.1,78.0,232
60305761,471000,Amaia,Bilbao,165.0,287,5,EBI00456,29400.0,24,350.0,13.8,72.0,293
39367077,313567,Mikel,Bilbao,98.0,69,2,Exento,29400.0,24,350.0,13.8,72.0,172
71580593,614933,Iker,Vitoria-Gasteiz,316.0,271,6,EBI00456,34200.0,8,1400.0,9.5,85.0,220
60011985,695923,Jon,Vitoria-Gasteiz,285.0,171,7,ESS00123,34200.0,8,1400.0,9.5,85.0,198
84062621,994235,Iker,Donostia-San Sebastián,287.0,67,9,Exento,38500.0,29,120.0,17.1,78.0,160
42843745,316184,Jon,Vitoria-Gasteiz,62.0,351,6,ESS00123,34200.0,8,1400.0,9.5,85.0,287
29350835,398090,Gorka,Donostia-San Sebastián,231.0,312,3,EBI00456,38500.0,29,120.0,17.1,78.0,241
79562616,417348,Ane,Vitoria-Gasteiz,188.0,73,5,ESS00123,34200.0,8,1400.0,9.5,85.0,213
70084389,282958,Jon,Vitoria-Gasteiz,306.0,299,4,Exento,34200.0,8,1400.0,9.5,85.0,232
67597408,377707,Ane,Vitoria-Gasteiz,283.0,301,5,ESFCTU00004802700008399400000000000000000000EBI014636,34200.0,8,1400.0,9.5,85.0,157
20320855,192324,Maite,Bilbao,120.0,208,8,EBI00456,29400.0,24,350.0,13.8,72.0,141
28130254,323536,Ane,Bilbao,232.0,295,8,EBI00456,29400.0,24,350.0,13.8,72.0,229
81766557,857232,Maite,Bilbao,290.0,226,6,Exento,29400.0,24,350.0,13.8,72.0,288
89945266,371991,Mikel,Vitoria-Gasteiz,174.0,79,1,ESS00123,34200.0,8,1400.0,9.5,85.0,289
53558992,126155,Mikel,Donostia-San Sebastián,123.0,275,8,ESFCTU00004802700008399400000000000000000000EBI014636,38500.0,29,120.0,17.1,78.0,208
61628164,441815,Amaia,Donostia-San Sebastián,116.0,194,8,ESS00123,38500.0,29,120.0,17.1,78.0,183
75377052,741179,Amaia,Donostia-San Sebastián,307.0,188,2,ESFCTU00004802700008399400000000000000000000EBI014636,38500.0,29,120.0,17.1,78.0,143
97349431,969742,Gorka,Donostia-San Sebastián,235.0,353,4,Exento,38500.0,29,120.0,17.1,78.0,273
91251088,560494,Jon,Bilbao,107.0,305,2,Exento,29400.0,24,350.0,13.8,72.0,179
45409403,249381,Gorka,Bilbao,56.0,248,4,EBI00456,29400.0,24,350.0,13.8,72.0,280
26045907,231691,Maite,Vitoria-Gasteiz,185.0,103,10,EBI00456,34200.0,8,1400.0,9.5,85.0,219
72754884,576410,Gorka,Vitoria-Gasteiz,298.0,145,7,EBI00456,34200.0,8,1400.0,9.5,85.0,125
58458273,543324,Ane,Donostia-San Sebastián,87.0,103,9,ESS00123,38500.0,29,120.0,17.1,78.0,168
25734209,134707,Maite,Bilbao,61.0,204,8,EBI00456,29400.0,24,350.0,13.8,72.0,290
79800140,618477,Amaia,Donostia-San Sebastián,107.0,110,9,EBI00456,38500.0,29,120.0,17.1,78.0,128
46081386,967969,Mikel,Vitoria-Gasteiz,297.0,301,8,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,204
83658410,821864,Amaia,Vitoria-Gasteiz,52.0,353,2,EBI00456,34200.0,8,1400.0,9.5,85.0,222
67395058,802974,Jon,Donostia-San Sebastián,134.0,110,7,ESS00123,38500.0,29,120.0,17.1,78.0,150
35827438,846788,Maite,Vitoria-Gasteiz,252.0,325,2,ESS00123,34200.0,8,1400.0,9.5,85.0,190
26663288,453299,Maite,Donostia-San Sebastián,162.0,179,11,EBI00456,38500.0,29,120.0,17.1,78.0,284
23081782,886713,Ane,Bilbao,219.0,259,2,ESS00123,29400.0,24,350.0,13.8,72.0,212
69387253,258492,Jon,Donostia-San Sebastián,120.0,307,4,ESS00123,38500.0,29,120.0,17.1,78.0,163
53669391,574112,Mikel,Bilbao,145.0,129,1,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,292
78181511,270102,Iker,Bilbao,195.0,116,5,EBI00456,29400.0,24,350.0,13.8,72.0,204
48660995,494274,Maite,Vitoria-Gasteiz,314.0,98,6,EBI00456,34200.0,8,1400.0,9.5,85.0,256
18234679,317285,Maite,Vitoria-Gasteiz,115.0,348,9,ESS00123,34200.0,8,1400.0,9.5,85.0,171
33240984,438404,Ane,Vitoria-Gasteiz,224.0,77,10,Exento,34200.0,8,1400.0,9.5,85.0,208
32383810,259476,Gorka,Donostia-San Sebastián,168.0,279,8,ESS00123,38500.0,29,120.0,17.1,78.0,202
75438362,858842,Mikel,Donostia-San Sebastián,239.0,303,2,Exento,38500.0,29,120.0,17.1,78.0,174
58566364,260928,Amaia,Vitoria-Gasteiz,272.0,363,1,ESS00123,34200.0,8,1400.0,9.5,85.0,177
28727583,764560,Jon,Donostia-San Sebastián,319.0,357,2,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,137
79019569,950610,Maite,Vitoria-Gasteiz,150.0,342,7,EBI00456,34200.0,8,1400.0,9.5,85.0,127
45156028,396141,Maite,Donostia-San Sebastián,65.0,133,4,EBI00456,38500.0,29,120.0,17.1,78.0,135
30568697,743561,Amaia,Bilbao,108.0,169,10,EBI00456,29400.0,24,350.0,13.8,72.0,213
31900338,796595,Mikel,Bilbao,209.0,239,5,EBI00456,29400.0,24,350.0,13.8,72.0,256
51311634,348500,Gorka,Vitoria-Gasteiz,71.0,91,7,ESS00123,34200.0,8,1400.0,9.5,85.0,164
49902996,790417,Maite,Donostia-San Sebastián,192.0,293,3,Exento,38500.0,29,120.0,17.1,78.0,228
64481924,232311,Mikel,Donostia-San Sebastián,208.0,341,10,ESS00123,38500.0,29,120.0,17.1,78.0,233
15723601,859034,Amaia,Bilbao,268.0,84,2,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,294
26618153,345546,Ane,Bilbao,316.0,338,7,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,243
99165628,296733,Gorka,Vitoria-Gasteiz,190.0,285,5,ESS00123,34200.0,8,1400.0,9.5,85.0,238
12382357,751233,Jon,Bilbao,74.0,116,1,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,117
85012933,669560,Maite,Vitoria-Gasteiz,89.0,239,1,ESS00123,34200.0,8,1400.0,9.5,85.0,160
23630084,975825,Mikel,Bilbao,319.0,291,9,ESS00123,29400.0,24,350.0,13.8,72.0,194
62576779,947644,Ane,Bilbao,78.0,346,5,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,134
90890201,246470,Jon,Donostia-San Sebastián,185.0,123,1,EBI00456,38500.0,29,120.0,17.1,78.0,284
92537517,744318,Iker,Bilbao,265.0,291,7,EBI00456,29400.0,24,350.0,13.8,72.0,292
98132129,418647,Mikel,Bilbao,66.0,348,9,ESS00123,29400.0,24,350.0,13.8,72.0,192
26099248,106570,Mikel,Vitoria-Gasteiz,224.0,272,11,ESS00123,34200.0,8,1400.0,9.5,85.0,202
24677069,430929,Jon,Bilbao,275.0,317,1,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,226
85589337,633398,Ane,Vitoria-Gasteiz,82.0,77,10,ESS00123,34200.0,8,1400.0,9.5,85.0,247
22433196,599115,Iker,Bilbao,114.0,234,4,ESS00123,29400.0,24,350.0,13.8,72.0,165
49010202,179141,Amaia,Bilbao,160.0,288,3,EBI00456,29400.0,24,350.0,13.8,72.0,121
44626632,112115,Ane,Vitoria-Gasteiz,283.0,285,5,EBI00456,34200.0,8,1400.0,9.5,85.0,270
87998328,139062,Gorka,Donostia-San Sebastián,192.0,143,7,EBI00456,38500.0,29,120.0,17.1,78.0,229
63237806,909343,Maite,Vitoria-Gasteiz,53.0,350,8,ESS00123,34200.0,8,1400.0,9.5,85.0,180
22457080,728349,Jon,Vitoria-Gasteiz,94.0,305,2,ESS00123,34200.0,8,1400.0,9.5,85.0,126
11222869,394700,Amaia,Vitoria-Gasteiz,49.0,169,7,ESS00123,34200.0,8,1400.0,9.5,85.0,231
92716910,490479,Iker,Donostia-San Sebastián,170.0,313,1,ESFCTU00004802700008399400000000000000000000EBI014636,38500.0,29,120.0,17.1,78.0,233
60066487,626257,Jon,Bilbao,119.0,147,7,ESS00123,29400.0,24,350.0,13.8,72.0,119
13125354,930185,Jon,Vitoria-Gasteiz,209.0,131,8,Exento,34200.0,8,1400.0,9.5,85.0,140
72802750,497686,Ane,Vitoria-Gasteiz,121.0,89,2,Exento,34200.0,8,1400.0,9.5,85.0,169
19818159,221863,Maite,Donostia-San Sebastián,181.0,231,9,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,179
21145552,896657,Gorka,Vitoria-Gasteiz,150.0,236,1,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,126
25152994,601076,Mikel,Bilbao,139.0,198,6,ESS00123,29400.0,24,350.0,13.8,72.0,159
85191987,747296,Mikel,Donostia-San Sebastián,179.0,253,1,ESS00123,38500.0,29,120.0,17.1,78.0,146
32937902,600726,Jon,Bilbao,112.0,245,3,EBI00456,29400.0,24,350.0,13.8,72.0,227
86415031,778556,Maite,Bilbao,191.0,277,11,ESS00123,29400.0,24,350.0,13.8,72.0,266
77744469,730111,Iker,Donostia-San Sebastián,203.0,223,6,Exento,38500.0,29,120.0,17.1,78.0,269
84588685,900101,Iker,Vitoria-Gasteiz,207.0,220,3,EBI00456,34200.0,8,1400.0,9.5,85.0,189
52758171,734965,Amaia,Bilbao,233.0,72,8,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,120
10067661,871246,Ane,Bilbao,139.0,355,5,ESS00123,29400.0,24,350.0,13.8,72.0,243
17585153,148320,Maite,Bilbao,225.0,148,2,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,232
33335437,596758,Maite,Bilbao,231.0,101,4,ESS00123,29400.0,24,350.0,13.8,72.0,144
20466615,246649,Ane,Donostia-San Sebastián,182.0,269,9,EBI00456,38500.0,29,120.0,17.1,78.0,142
44861938,225354,Iker,Donostia-San Sebastián,174.0,288,4,EBI00456,38500.0,29,120.0,17.1,78.0,127
96787694,712297,Iker,Bilbao,238.0,334,10,Exento,29400.0,24,350.0,13.8,72.0,274
12966422,881725,Iker,Vitoria-Gasteiz,317.0,338,10,EBI00456,34200.0,8,1400.0,9.5,85.0,122
60154221,548625,Jon,Bilbao,188.0,310,8,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,199
13708654,128625,Maite,Vitoria-Gasteiz,60.0,267,5,ESFCTU00004802700008399400000000000000000000EBI014636,34200.0,8,1400.0,9.5,85.0,219
67647084,836400,Mikel,Bilbao,289.0,199,11,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,110
52573305,386233,Ane,Vitoria-Gasteiz,151.0,339,11,ESS00123,34200.0,8,1400.0,9.5,85.0,172
54653349,136487,Iker,Bilbao,132.0,93,10,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,143
15872354,559054,Amaia,Vitoria-Gasteiz,173.0,77,1,Exento,34200.0,8,1400.0,9.5,85.0,212
57756479,328071,Iker,Bilbao,48.0,116,7,ESS00123,29400.0,24,350.0,13.8,72.0,119
92649048,996880,Iker,Bilbao,139.0,171,3,ESS00123,29400.0,24,350.0,13.8,72.0,237
90123510,588011,Gorka,Vitoria-Gasteiz,253.0,64,10,ESS00123,34200.0,8,1400.0,9.5,85.0,116
19810404,412282,Jon,Donostia-San Sebastián,269.0,241,8,ESS00123,38500.0,29,120.0,17.1,78.0,165
96205129,273895,Ane,Vitoria-Gasteiz,91.0,72,3,EBI00456,34200.0,8,1400.0,9.5,85.0,189
16292518,530424,Gorka,Donostia-San Sebastián,225.0,344,1,ESFCTU00004802700008399400000000000000000000EBI014636,38500.0,29,120.0,17.1,78.0,274
51142200,416205,Gorka,Bilbao,150.0,318,5,EBI00456,29400.0,24,350.0,13.8,72.0,266
74413145,201376,Amaia,Vitoria-Gasteiz,243.0,149,2,EBI00456,34200.0,8,1400.0,9.5,85.0,121
27547389,525106,Maite,Vitoria-Gasteiz,150.0,163,11,ESFCTU00004802700008399400000000000000000000EBI014636,34200.0,8,1400.0,9.5,85.0,254
72132760,965566,Amaia,Vitoria-Gasteiz,304.0,245,4,ESS00123,34200.0,8,1400.0,9.5,85.0,157
76689168,933487,Maite,Donostia-San Sebastián,152.0,309,1,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,135
32419480,867629,Maite,Donostia-San Sebastián,63.0,314,9,EBI00456,38500.0,29,120.0,17.1,78.0,221
58766345,381652,Ane,Bilbao,215.0,135,6,EBI00456,29400.0,24,350.0,13.8,72.0,231
44021442,572132,Iker,Donostia-San Sebastián,239.0,167,8,ESS00123,38500.0,29,120.0,17.1,78.0,121
56523537,258056,Ane,Donostia-San Sebastián,56.0,215,11,EBI00456,38500.0,29,120.0,17.1,78.0,258
35153646,734457,Jon,Bilbao,239.0,141,4,ESS00123,29400.0,24,350.0,13.8,72.0,151
87620693,894557,Maite,Vitoria-Gasteiz,226.0,136,9,Exento,34200.0,8,1400.0,9.5,85.0,170
18411883,660347,Gorka,Vitoria-Gasteiz,188.0,317,2,ESS00123,34200.0,8,1400.0,9.5,85.0,167
21082322,562785,Iker,Bilbao,226.0,186,9,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,291
26203305,727697,Mikel,Vitoria-Gasteiz,74.0,341,5,ESS00123,34200.0,8,1400.0,9.5,85.0,143
20848680,599653,Jon,Donostia-San Sebastián,128.0,147,6,ESS00123,38500.0,29,120.0,17.1,78.0,116
93031557,629992,Ane,Bilbao,210.0,263,3,EBI00456,29400.0,24,350.0,13.8,72.0,218
99838873,828744,Amaia,Bilbao,140.0,75,4,ESS00123,29400.0,24,350.0,13.8,72.0,144
69292991,842488,Jon,Bilbao,310.0,210,6,Exento,29400.0,24,350.0,13.8,72.0,124
45555041,735567,Jon,Vitoria-Gasteiz,269.0,313,7,ESFCTU00004802700008399400000000000000000000EBI014636,34200.0,8,1400.0,9.5,85.0,134
63028791,782568,Iker,Bilbao,86.0,247,1,Exento,29400.0,24,350.0,13.8,72.0,168
86301164,742804,Jon,Bilbao,290.0,91,7,ESS00123,29400.0,24,350.0,13.8,72.0,188
86658629,622828,Jon,Bilbao,252.0,330,1,EBI00456,29400.0,24,350.0,13.8,72.0,195
61646180,578366,Mikel,Vitoria-Gasteiz,281.0,64,5,EBI00456,34200.0,8,1400.0,9.5,85.0,243
89357216,821384,Amaia,Donostia-San Sebastián,66.0,228,6,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,289
42359860,519139,Amaia,Bilbao,229.0,240,2,ESS00123,29400.0,24,350.0,13.8,72.0,197
44499221,619777,Amaia,Donostia-San Sebastián,286.0,237,10,EBI00456,38500.0,29,120.0,17.1,78.0,258
38272916,476188,Maite,Vitoria-Gasteiz,85.0,202,9,EBI00456,34200.0,8,1400.0,9.5,85.0,180
91861231,332549,Gorka,Vitoria-Gasteiz,206.0,307,10,ESS00123,34200.0,8,1400.0,9.5,85.0,230
29032579,653453,Amaia,Vitoria-Gasteiz,204.0,186,6,ESS00123,34200.0,8,1400.0,9.5,85.0,202
40354781,691491,Jon,Vitoria-Gasteiz,133.0,322,7,EBI00456,34200.0,8,1400.0,9.5,85.0,205
26514877,584965,Jon,Donostia-San Sebastián,56.0,99,10,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,141
83545310,890546,Amaia,Bilbao,117.0,314,8,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,162
86165878,136321,Iker,Vitoria-Gasteiz,120.0,202,11,EBI00456,34200.0,8,1400.0,9.5,85.0,168
97554946,435441,Amaia,Vitoria-Gasteiz,245.0,299,10,ESS00123,34200.0,8,1400.0,9.5,85.0,178
88350878,983084,Jon,Donostia-San Sebastián,54.0,287,1,ESS00123,38500.0,29,120.0,17.1,78.0,241
27810471,985736,Maite,Donostia-San Sebastián,270.0,257,8,ESFCTU00004802700008399400000000000000000000EBI014636,38500.0,29,120.0,17.1,78.0,195
50636644,345014,Ane,Vitoria-Gasteiz,220.0,124,4,ESFCTU00004802700008399400000000000000000000EBI014636,34200.0,8,1400.0,9.5,85.0,127
68534435,256498,Ane,Bilbao,83.0,70,10,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,190
88550238,117772,Amaia,Bilbao,104.0,167,8,Exento,29400.0,24,350.0,13.8,72.0,223
67975251,990186,Mikel,Vitoria-Gasteiz,110.0,85,6,ESS00123,34200.0,8,1400.0,9.5,85.0,293
13094235,890144,Amaia,Donostia-San Sebastián,168.0,210,11,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,133
57870026,494583,Iker,Vitoria-Gasteiz,208.0,280,9,EBI00456,34200.0,8,1400.0,9.5,85.0,175
32763342,338389,Amaia,Vitoria-Gasteiz,203.0,296,11,ESS00123,34200.0,8,1400.0,9.5,85.0,250
29636869,739430,Ane,Donostia-San Sebastián,101.0,296,4,Exento,38500.0,29,120.0,17.1,78.0,171
37132021,716024,Jon,Vitoria-Gasteiz,122.0,278,2,ESS00123,34200.0,8,1400.0,9.5,85.0,163
43942384,151924,Amaia,Vitoria-Gasteiz,238.0,210,2,ESS00123,34200.0,8,1400.0,9.5,85.0,252
72867959,628014,Jon,Vitoria-Gasteiz,59.0,182,5,EBI00456,34200.0,8,1400.0,9.5,85.0,240
27807333,451296,Jon,Donostia-San Sebastián,56.0,203,10,EBI00456,38500.0,29,120.0,17.1,78.0,146
63228466,127723,Mikel,Bilbao,145.0,248,9,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,146
45912253,858470,Jon,Bilbao,200.0,314,3,ESS00123,29400.0,24,350.0,13.8,72.0,240
26263882,986926,Ane,Donostia-San Sebastián,169.0,127,8,ESS00123,38500.0,29,120.0,17.1,78.0,144
49138695,764468,Maite,Bilbao,154.0,163,4,ESS00123,29400.0,24,350.0,13.8,72.0,289
43799193,308786,Maite,Vitoria-Gasteiz,190.0,218,6,ESS00123,34200.0,8,1400.0,9.5,85.0,233
93721515,659931,Gorka,Bilbao,260.0,359,10,ESS00123,29400.0,24,350.0,13.8,72.0,265
85495044,786684,Iker,Vitoria-Gasteiz,206.0,149,6,EBI00456,34200.0,8,1400.0,9.5,85.0,127
58014453,990328,Amaia,Bilbao,172.0,315,3,EBI00456,29400.0,24,350.0,13.8,72.0,231
92405138,314432,Iker,Donostia-San Sebastián,194.0,279,5,Exento,38500.0,29,120.0,17.1,78.0,273
61569363,239999,Ane,Bilbao,80.0,68,3,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,270
42686304,980112,Jon,Bilbao,217.0,71,11,EBI00456,29400.0,24,350.0,13.8,72.0,263
85149843,458690,Maite,Bilbao,66.0,303,11,ESS00123,29400.0,24,350.0,13.8,72.0,157
94740096,179973,Iker,Donostia-San Sebastián,250.0,241,1,ESS00123,38500.0,29,120.0,17.1,78.0,277
82456281,949881,Ane,Bilbao,171.0,343,7,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,126
86362381,734122,Maite,Donostia-San Sebastián,261.0,158,4,EBI00456,38500.0,29,120.0,17.1,78.0,277
41699263,860674,Jon,Vitoria-Gasteiz,140.0,256,7,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,244
90480036,553449,Iker,Bilbao,208.0,285,3,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,166
36216317,387681,Maite,Donostia-San Sebastián,192.0,162,11,ESFCTU00004802700008399400000000000000000000EBI014636,38500.0,29,120.0,17.1,78.0,117
63215075,594509,Amaia,Donostia-San Sebastián,62.0,165,5,ESFCTU00004802700008399400000000000000000000EBI014636,38500.0,29,120.0,17.1,78.0,237
44970444,964008,Amaia,Bilbao,239.0,117,5,EBI00456,29400.0,24,350.0,13.8,72.0,226
15752810,731810,Gorka,Vitoria-Gasteiz,195.0,137,2,ESS00123,34200.0,8,1400.0,9.5,85.0,165
10571650,646900,Gorka,Donostia-San Sebastián,167.0,134,11,ESFCTU00004802700008399400000000000000000000EBI014636,38500.0,29,120.0,17.1,78.0,235
98362656,325049,Maite,Bilbao,231.0,101,10,EBI00456,29400.0,24,350.0,13.8,72.0,268
82017911,368615,Ane,Vitoria-Gasteiz,193.0,240,2,ESS00123,34200.0,8,1400.0,9.5,85.0,168
50435721,266703,Amaia,Donostia-San Sebastián,148.0,92,4,EBI00456,38500.0,29,120.0,17.1,78.0,167
84531076,864357,Ane,Donostia-San Sebastián,287.0,130,4,EBI00456,38500.0,29,120.0,17.1,78.0,249
13757974,847419,Ane,Vitoria-Gasteiz,275.0,115,4,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,285
85900553,131348,Maite,Vitoria-Gasteiz,250.0,164,6,EBI00456,34200.0,8,1400.0,9.5,85.0,268
71119361,295804,Ane,Bilbao,242.0,259,2,ESS00123,29400.0,24,350.0,13.8,72.0,217
52321932,887609,Amaia,Bilbao,131.0,160,6,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,183
29931456,235832,Jon,Donostia-San Sebastián,186.0,315,7,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,276
69376958,394923,Gorka,Vitoria-Gasteiz,243.0,133,11,EBI00456,34200.0,8,1400.0,9.5,85.0,257
21643208,383780,Jon,Vitoria-Gasteiz,90.0,230,10,ESS00123,34200.0,8,1400.0,9.5,85.0,210
53928336,706177,Ane,Vitoria-Gasteiz,59.0,202,3,ESS00123,34200.0,8,1400.0,9.5,85.0,157
18112074,153551,Jon,Donostia-San Sebastián,88.0,225,11,EBI00456,38500.0,29,120.0,17.1,78.0,180
28967438,504772,Amaia,Vitoria-Gasteiz,213.0,320,8,ESS00123,34200.0,8,1400.0,9.5,85.0,225
22138391,766923,Amaia,Vitoria-Gasteiz,88.0,280,2,ESS00123,34200.0,8,1400.0,9.5,85.0,291
63050917,671107,Ane,Donostia-San Sebastián,142.0,142,11,Exento,38500.0,29,120.0,17.1,78.0,231
